Date,Open,High,Low,Close,Adj Close,Volume
02-07-2012,83.53286,84.781425,83.371429,84.645714,73.145668,100023000
03-07-2012,84.982857,85.714287,84.85714,85.629997,73.996246,60428200
05-07-2012,85.794289,87.762856,85.664284,87.134285,75.29615,121095800
06-07-2012,86.727142,86.919998,85.940002,86.554283,74.794975,104732600
09-07-2012,86.471428,87.699997,86.30143,87.69857,75.783798,94851400
10-07-2012,88.281425,88.552856,86.472855,86.887146,75.082603,127989400
11-07-2012,86.58857,86.808571,85.317146,86.347145,74.615967,117330500
12-07-2012,85.748573,86.209999,84.668571,85.557144,73.933273,107010400
13-07-2012,86.135712,86.741432,85.714287,86.424286,74.682602,77856800
16-07-2012,86.445717,87.374283,86.431427,86.701431,74.922119,75315100
17-07-2012,87.255714,87.35714,86.164284,86.705711,74.925812,73406200
18-07-2012,86.655716,86.905716,86.222855,86.608574,74.841896,63175000
19-07-2012,87.325714,87.907143,86.571426,87.760002,75.836884,109215400
20-07-2012,87.575714,87.777145,86.242859,86.328575,74.599937,99367800
23-07-2012,84.914284,86.557144,83.958572,86.261429,74.541885,121993900
24-07-2012,86.76857,87.097145,85.501427,85.845711,74.182663,141283100
25-07-2012,82.065712,82.971428,81.428574,82.138573,70.979172,219328200
26-07-2012,82.822861,82.914284,81.480003,82.125717,70.968056,101658200
27-07-2012,82.144287,83.690002,81.655716,83.594284,72.237114,100984100
30-07-2012,84.417145,85.634285,83.974289,85.004288,73.455574,94785600
31-07-2012,86.175713,87.385712,86.102859,87.251427,75.397385,115581900
01-08-2012,87.987144,88.057144,86.14286,86.687141,74.909775,96125400
02-08-2012,86.120003,87.241432,85.75,86.827141,75.030754,83039600
03-08-2012,87.66143,88.28286,87.365715,87.957146,76.007233,86230200
06-08-2012,88.184288,89.267143,87.894287,88.935715,76.852821,75525800
07-08-2012,88.96714,89.285713,88.291428,88.701431,76.650383,72611700
08-08-2012,88.484283,89.125717,88.157143,88.55143,76.520775,61176500
09-08-2012,88.264282,88.818573,88.257141,88.675713,76.957161,55410600
10-08-2012,88.387146,88.822861,88.385712,88.814285,77.077438,48734700
13-08-2012,89.055717,90,89.035713,90,78.106461,69708100
14-08-2012,90.267143,91.230003,90.029999,90.241432,78.315979,85042300
15-08-2012,90.185715,90.571426,89.678574,90.118568,78.209335,64335600
16-08-2012,90.172859,90.965714,90.071426,90.905716,78.892494,63633500
17-08-2012,91.428574,92.598572,91.258568,92.587143,80.351715,110690300
20-08-2012,92.858574,95.021431,92.842857,95.021431,82.464294,153346200
21-08-2012,95.831429,96.41143,92.904289,93.722855,81.337326,203179900
22-08-2012,93.488571,95.571426,92.587143,95.552856,82.925507,141330700
23-08-2012,95.158569,95.699997,94.449997,94.66143,82.151878,105032200
24-08-2012,94.215714,95.639999,93.650002,94.745712,82.225029,109335100
27-08-2012,97.141426,97.267143,96.220001,96.525711,83.769806,106752100
28-08-2012,96.425713,96.585716,95.809998,96.400002,83.660683,66854200
29-08-2012,96.464287,96.809998,96.085716,96.209999,83.495804,50701700
30-08-2012,95.805717,95.935715,94.692856,94.83857,82.305595,75674900
31-08-2012,95.321426,95.514282,93.89286,95.034286,82.475456,84580300
04-09-2012,95.108574,96.44857,94.928574,96.424286,83.681786,91973000
05-09-2012,96.510002,96.621429,95.657143,95.747147,83.094116,84093800
06-09-2012,96.167145,96.898575,95.828575,96.610001,83.842957,97799100
07-09-2012,96.864288,97.497147,96.538574,97.205711,84.359955,82416600
10-09-2012,97.207146,97.612854,94.585716,94.677139,82.16552,121999500
11-09-2012,95.015717,95.728569,93.785713,94.370003,81.898964,125995800
12-09-2012,95.264282,95.699997,93.714287,95.684288,83.039574,178058300
13-09-2012,96.767143,97.928574,96.395714,97.568573,84.674828,149590000
14-09-2012,98.565712,99.568573,98.269997,98.754288,85.703873,150118500
17-09-2012,99.907143,99.971428,99.230003,99.968575,86.75766,99507800
18-09-2012,99.982857,100.332855,99.488571,100.272858,87.021759,93375800
19-09-2012,100.03714,100.57,99.938568,100.300003,87.045334,81718700
20-09-2012,99.879997,100.008568,99.08857,99.814285,86.623787,84142100
21-09-2012,100.344284,100.724289,99.908569,100.012856,86.796127,142897300
24-09-2012,98.122856,99.302856,97.571426,98.684288,85.643105,159941600
25-09-2012,98.322861,98.968575,96.14286,96.220001,83.504486,129697400
26-09-2012,95.534286,96.098572,94.457146,95.025711,82.468048,144125800
27-09-2012,94.898575,97.452858,94.335716,97.331429,84.469032,148522500
28-09-2012,96.964287,97.30143,95.25,95.300003,82.706062,133777700
01-10-2012,95.879997,96.678574,93.785713,94.19857,81.750168,135898700
02-10-2012,94.544289,95.192856,92.949997,94.472855,81.988228,156998100
03-10-2012,94.980003,95.980003,94.66143,95.921425,83.245377,106070300
04-10-2012,95.89286,96.321426,95.078575,95.257141,82.668839,92681400
05-10-2012,95.028572,95.14286,93.040001,93.227142,80.907135,148501500
08-10-2012,92.41143,92.508568,90.872856,91.167145,79.119362,159498500
09-10-2012,91.235718,91.498573,89.078575,90.835716,78.831726,209649300
10-10-2012,91.391426,92.139999,91,91.558571,79.459068,127589000
11-10-2012,92.35714,92.457146,89.728569,89.728569,77.870895,136520300
12-10-2012,89.937141,90.76857,89.328575,89.958572,78.070511,115003700
15-10-2012,90.335716,90.732857,89.121429,90.68,78.696594,108125500
16-10-2012,90.767143,92.900002,90.14286,92.827141,80.559998,137442900
17-10-2012,92.695717,93.255714,92,92.087143,79.91777,97259400
18-10-2012,91.370003,91.722855,90,90.377144,78.433754,119156100
19-10-2012,90.150002,90.252853,87.08857,87.120003,75.607056,186021500
22-10-2012,87.488571,90.76857,87.251427,90.575714,78.606094,136682700
23-10-2012,90.14286,90.557144,87.385712,87.622856,76.043457,176786400
24-10-2012,88.777145,89.507141,87.234283,88.118568,76.473671,139631800
25-10-2012,88.571426,88.85714,86.507141,87.077141,75.569862,164081400
26-10-2012,87.061432,87.714287,84.428574,86.285713,74.883018,254608200
31-10-2012,84.982857,85.994286,83.957146,85.045715,73.806885,127500800
01-11-2012,85.459999,86.14286,84.881432,85.220001,73.958138,90324500
02-11-2012,85.127144,85.278572,82.10714,82.400002,71.510796,149843400
05-11-2012,83.360001,83.96714,82.514282,83.517143,72.480324,132283900
06-11-2012,84.318573,84.391426,82.870003,83.264282,72.260864,93729300
07-11-2012,81.977142,82.077141,79.39286,79.714287,69.495987,198412200
08-11-2012,80.089996,80.318573,76.470001,76.821426,66.97393,264036500
09-11-2012,77.202858,79.26857,76.245712,78.151428,68.133469,232478400
12-11-2012,79.164284,79.214287,76.949997,77.547142,67.606636,128950500
13-11-2012,76.987144,78.639999,76.622856,77.557144,67.615341,133237300
14-11-2012,77.928574,78.207146,76.597145,76.697144,66.865578,119292600
15-11-2012,76.790001,77.071426,74.660004,75.08857,65.463219,197477700
16-11-2012,75.028572,75.714287,72.25,75.382858,65.719765,316723400
19-11-2012,77.244286,81.071426,77.125717,80.818573,70.458694,205829400
20-11-2012,81.701431,81.707146,79.225716,80.129997,69.858414,160688500
21-11-2012,80.60714,81.052856,79.514282,80.242859,69.956779,93250500
23-11-2012,81.024284,81.714287,80.371429,81.64286,71.177345,68206600
26-11-2012,82.271431,84.285713,81.958572,84.218575,73.422874,157644900
27-11-2012,84.221428,84.345711,82.871429,83.540001,72.831291,133332500
28-11-2012,82.46714,83.685715,81.751427,83.277145,72.602112,130216100
29-11-2012,84.317146,84.89286,83.60714,84.194283,73.401703,128674700
30-11-2012,83.827141,84.057144,83.239998,83.611427,72.893555,97829900
03-12-2012,84.807144,84.941429,83.64286,83.741432,73.006874,91070000
04-12-2012,83.114288,83.114288,81.732857,82.264282,71.719093,139267100
05-12-2012,81.272858,81.321426,76.96714,76.970001,67.10347,261159500
06-12-2012,75.562859,79.044289,74.089996,78.177139,68.155861,294303100
07-12-2012,79.057144,79.314285,75.714287,76.178574,66.413506,196760200
10-12-2012,75,76.93,74.511429,75.688568,65.986305,157621100
11-12-2012,77.110001,78.508568,76.767143,77.341431,67.427284,148086400
12-12-2012,78.252853,78.285713,76.610001,77,67.129616,121786000
13-12-2012,75.878571,76.805717,75.114288,75.669998,65.970093,156314900
14-12-2012,73.535713,74.01857,72.225716,72.827141,63.491661,252394800
17-12-2012,72.704285,74.285713,71.604286,74.118568,64.617569,189401800
18-12-2012,75,76.414284,74.321426,76.271431,66.494446,156421300
19-12-2012,75.924286,76.242859,75.071426,75.187141,65.549156,112342300
20-12-2012,75.714287,75.742859,74.125717,74.53286,64.978737,120422400
21-12-2012,73.209999,74.238571,72.891426,74.190002,64.679832,149067100
24-12-2012,74.335716,74.89286,74.101425,74.309998,64.784447,43938300
26-12-2012,74.14286,74.208572,73.017143,73.285713,63.891468,75609100
27-12-2012,73.362854,73.75,72.094284,73.580002,64.148018,113780100
28-12-2012,72.898575,73.497147,72.58857,72.798569,63.466763,88569600
31-12-2012,72.932854,76.485718,72.714287,76.024284,66.278984,164873100
02-01-2013,79.117142,79.285713,77.375717,78.432854,68.378807,140129500
03-01-2013,78.26857,78.524284,77.285713,77.442856,67.515701,88241300
04-01-2013,76.709999,76.947144,75.118568,75.285713,65.635078,148583400
07-01-2013,74.571426,75.614288,73.599998,74.842857,65.249001,121039100
08-01-2013,75.601425,75.984283,74.464287,75.044289,65.424622,114676800
09-01-2013,74.64286,75.001427,73.71286,73.871429,64.4021,101901100
10-01-2013,75.507141,75.531425,73.645714,74.78714,65.200417,150286500
11-01-2013,74.428574,75.045715,74.145714,74.328575,64.800636,87626700
14-01-2013,71.811432,72.5,71.215714,71.678574,62.49033,183551900
15-01-2013,71.185715,71.284286,69.054283,69.417145,60.518787,219193100
16-01-2013,70.662857,72.777145,70.35714,72.298569,63.030853,172701200
17-01-2013,72.901428,72.964287,71.718575,71.811432,62.606155,113419600
18-01-2013,71.21714,71.745712,70.914284,71.428574,62.272381,118230700
22-01-2013,72.080002,72.554283,70.947144,72.110001,62.866467,115386600
23-01-2013,72.687141,73.57,72.110001,73.43,64.017242,215377400
24-01-2013,65.714287,66.53286,64.321426,64.35714,56.10741,365213100
25-01-2013,64.527145,65.175713,62.142857,62.84,54.784744,302006600
28-01-2013,62.547142,64.744286,62.265713,64.261429,56.02396,196379400
29-01-2013,65.5,65.742859,64.58857,65.46714,57.07513,142789500
30-01-2013,65.285713,66.085716,64.928574,65.261429,56.895782,104288800
31-01-2013,65.28286,65.611427,64.997147,65.07,56.728886,79833600
01-02-2013,65.587143,65.639999,64.050003,64.802856,56.495995,134871100
04-02-2013,64.844284,65.134285,63.142857,63.188572,55.088631,119279300
05-02-2013,63.435715,65.677139,63.174286,65.405716,57.021576,143336900
06-02-2013,65.209999,66.64286,64.654289,65.335716,56.960533,148426600
07-02-2013,66.178574,67.14286,64.874283,66.888573,58.654213,176145200
08-02-2013,67.714287,68.401428,66.89286,67.854286,59.501026,158289600
11-02-2013,68.071426,69.277145,67.60714,68.561432,60.121113,129372600
12-02-2013,68.501427,68.91143,66.82,66.842857,58.614113,152263300
13-02-2013,66.744286,67.662857,66.174286,66.715714,58.502632,118801900
14-02-2013,66.360001,67.377144,66.288574,66.655716,58.450001,88818800
15-02-2013,66.978569,67.165718,65.702858,65.737144,57.64452,97936300
19-02-2013,65.871429,66.104286,64.835716,65.71286,57.623222,108945900
20-02-2013,65.384285,65.384285,64.114288,64.121429,56.227711,119075600
21-02-2013,63.714287,64.167145,63.259998,63.722858,55.878208,111795600
22-02-2013,64.178574,64.514282,63.799999,64.401428,56.473236,82663700
25-02-2013,64.835716,65.017143,63.224285,63.257141,55.469814,93144800
26-02-2013,63.402859,64.505714,62.522858,64.138573,56.242744,125374900
27-02-2013,64.061432,64.634285,62.950001,63.509998,55.691559,146837600
28-02-2013,63.435715,63.98143,63.057144,63.057144,55.294441,80628800
01-03-2013,62.57143,62.597141,61.425713,61.495716,53.925251,138112100
04-03-2013,61.114285,61.171429,59.857143,60.007141,52.619907,145688900
05-03-2013,60.21143,62.169998,60.107143,61.591427,54.009163,159608400
06-03-2013,62.072857,62.17857,60.632858,60.808571,53.322685,115062500
07-03-2013,60.642857,61.715714,60.151428,61.511429,53.939014,117118400
08-03-2013,61.400002,62.204285,61.23,61.674286,54.081837,97870500
11-03-2013,61.392857,62.715714,60.734287,62.552856,54.852242,118559000
12-03-2013,62.228573,62.697144,61.081429,61.204285,53.669682,116477900
13-03-2013,61.207142,62.07143,60.765713,61.192856,53.659664,101387300
14-03-2013,61.832859,62.091427,61.492859,61.785713,54.179539,75968900
15-03-2013,62.561428,63.46143,62.464287,63.380001,55.577553,160990200
18-03-2013,63.064285,65.351425,63.028572,65.102859,57.088329,151549300
19-03-2013,65.64286,65.852859,64.071426,64.927139,56.934231,131693800
20-03-2013,65.345711,65.375717,64.227142,64.582855,56.632324,77165200
21-03-2013,64.317146,65.425713,64.300003,64.675713,56.713757,95813900
22-03-2013,64.940002,66.014282,64.730003,65.987144,57.86375,98776300
25-03-2013,66.384285,67.135712,65.968575,66.225716,58.072941,125283900
26-03-2013,66.491432,66.548569,65.790001,65.877144,57.767284,73573500
27-03-2013,65.208572,65.257141,64.389999,64.582855,56.632324,82809300
28-03-2013,64.260002,64.545715,63.08857,63.237144,55.452278,110709900
01-04-2013,63.128571,63.385715,61.105713,61.272858,53.729809,97433000
02-04-2013,61.085712,62.591427,60.914288,61.398571,53.84005,132379800
03-04-2013,61.624287,62.468571,61.472858,61.712856,54.115654,90804000
04-04-2013,61.965714,62.142857,60.75,61.102856,53.580742,89611900
05-04-2013,60.642857,60.707142,59.954285,60.457142,53.014526,95923800
08-04-2013,60.692856,61.07143,60.355713,60.887142,53.391586,75207300
09-04-2013,60.908573,61.214287,60.392857,60.997143,53.488045,76653500
10-04-2013,61.157143,62.437141,60.85857,62.241428,54.579151,93982000
11-04-2013,61.959999,62.57,61.599998,62.047142,54.408779,82091100
12-04-2013,62.021427,62.021427,61.298573,61.400002,53.841305,59653300
15-04-2013,61,61.127144,59.935715,59.978573,52.594868,79380000
16-04-2013,60.224285,60.944286,60.081429,60.89143,53.395344,76442800
17-04-2013,60.03857,60.085712,56.872856,57.542858,50.458996,236264000
18-04-2013,57.855713,57.970001,55.677143,56.007141,49.112339,166574800
19-04-2013,55.424286,57.085712,55.014286,55.790001,48.921928,152318600
22-04-2013,56.091427,57.457142,55.895714,56.952858,49.941639,107480100
23-04-2013,57.712856,58.34,56.972858,58.01857,50.876152,166059600
24-04-2013,56.220001,59.32143,56.07143,57.922855,50.792217,242412800
25-04-2013,58.747143,59.134285,58.142857,58.34,51.158012,96209400
26-04-2013,58.544285,59.824287,58.32143,59.599998,52.262901,191024400
29-04-2013,60.064285,61.945713,60,61.445713,53.881386,160081600
30-04-2013,62.157143,63.607143,61.724285,63.254284,55.467304,172884600
01-05-2013,63.494286,63.561428,62.055714,62.755714,55.030113,126727300
02-05-2013,63.111427,64.084282,62.947144,63.645714,55.810555,105457100
03-05-2013,64.472855,64.747147,64.164284,64.28286,56.369263,90325200
06-05-2013,65.101425,66.028572,64.901428,65.815712,57.713413,124160400
07-05-2013,66.424286,66.535713,64.814285,65.522858,57.456627,120938300
08-05-2013,65.577141,66.48143,65.115715,66.262856,58.105518,118149500
09-05-2013,65.687141,66.14286,65.082855,65.252853,57.598583,99621900
10-05-2013,65.424286,65.672859,64.354286,64.709999,57.119423,83713000
13-05-2013,64.501427,65.414284,64.5,64.96286,57.342613,79237200
14-05-2013,64.835716,65.028572,63.164288,63.408573,55.970642,111779500
15-05-2013,62.737144,63,60.337143,61.264286,54.077888,185403400
16-05-2013,60.462856,62.549999,59.842857,62.082859,54.800449,150801000
17-05-2013,62.721428,62.869999,61.572857,61.894287,54.633984,106976100
20-05-2013,61.701427,63.685715,61.442856,63.275715,55.853371,112894600
21-05-2013,62.592857,63.639999,62.028572,62.808571,55.441029,114005500
22-05-2013,63.435715,64.050003,62.602856,63.049999,55.654129,110759600
23-05-2013,62.278572,63.737144,62.255714,63.162857,55.753757,88255300
24-05-2013,62.978573,63.665714,62.908573,63.592857,56.133308,69041700
28-05-2013,64.271431,64.444283,62.978573,63.062859,55.665478,96536300
29-05-2013,62.857143,63.92857,62.771427,63.564285,56.108093,82644100
30-05-2013,63.664288,64.928574,63.501427,64.511429,56.944138,88379900
31-05-2013,64.64286,65.300003,64.214287,64.247147,56.710838,96075700
03-06-2013,64.389999,64.622856,63.21143,64.388573,56.835697,93088100
04-06-2013,64.745712,64.918571,63.912857,64.187141,56.657883,73182200
05-06-2013,63.664288,64.388573,63.387142,63.587143,56.128265,72647400
06-06-2013,63.638573,63.857143,62.007141,62.637142,55.289696,104233500
07-06-2013,62.357143,63.32,61.824287,63.115715,55.712135,101133900
10-06-2013,63.532856,64.154289,62.400002,62.69857,55.343933,112538300
11-06-2013,62.248573,63.251427,61.902859,62.514286,55.181252,71528100
12-06-2013,62.785713,63.035713,61.642857,61.741428,54.499069,66306800
13-06-2013,61.785713,62.44857,61.25,62.279999,54.974457,71458100
14-06-2013,62.200001,62.327145,61.214287,61.435715,54.22921,67966500
17-06-2013,61.634285,62.242859,61.48,61.714287,54.475101,64853600
18-06-2013,61.651428,62.128571,61.458572,61.681427,54.446087,48756400
19-06-2013,61.628571,61.665714,60.42857,60.42857,53.340206,77735000
20-06-2013,59.900002,60.854286,59.310001,59.548573,52.563431,89327700
21-06-2013,59.784286,60,58.299999,59.07143,52.14225,120279600
24-06-2013,58.200001,58.380001,56.864285,57.505714,50.760197,120186500
25-06-2013,57.957142,58.255714,56.975716,57.51857,50.771538,78540700
26-06-2013,57.700001,57.827145,56.522858,56.867142,50.196545,91931000
27-06-2013,57.035713,57.341427,56.220001,56.254284,49.655571,84311500
28-06-2013,55.908573,57.181427,55.552856,56.647144,50.002346,144629100
01-07-2013,57.527142,58.895714,57.317142,58.459999,51.602547,97763400
02-07-2013,58.565716,60.232857,58.495716,59.784286,52.771496,117466300
03-07-2013,60.122856,60.425713,59.635715,60.114285,53.062782,60232200
05-07-2013,60.055714,60.470001,59.335712,59.631428,52.636562,68506200
08-07-2013,60.015713,60.142857,58.664288,59.292858,52.337708,74534600
09-07-2013,59.085712,60.5,58.625713,60.335712,53.258228,88146100
10-07-2013,59.942856,60.685715,59.75,60.104286,53.053955,70351400
11-07-2013,60.421429,61.17857,60.167141,61.041428,53.881161,81573100
12-07-2013,61.092857,61.398571,60.487144,60.93,53.782806,69890800
15-07-2013,60.715714,61.637142,60.685715,61.062859,53.900089,60479300
16-07-2013,60.931427,61.529999,60.595715,61.457142,54.248123,54134500
17-07-2013,61.385715,61.745716,61.174286,61.472858,54.261986,49747600
18-07-2013,61.91143,62.124287,61.515713,61.68,54.444832,54719700
19-07-2013,61.871429,61.997143,60.621429,60.707142,53.586102,67180400
22-07-2013,61.351429,61.392857,60.781429,60.901428,53.757599,51949100
